Store Name (EN),Store Name (AR),Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
BIKE HUB TRADING COMPANY,BIKE HUB TRADING COMPANY,Automotive,Low,35,https://instagram.com/bikehub.sa?hl=en,,,,https://instagram.com/bikehub.sa,,,,Automotive,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/bike-hub-trading-company-01926767-c8a4-185f-f2c3-d6f2376db812,"paymentLink, split-in-4",skipped_social,
BLACK JEANS,BLACK JEANS,Fashion & Apparel,Low,35,https://instagram.com/blackjeans.sa,,,,https://instagram.com/blackjeans.sa,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/black-jeans,"paymentLink, split-in-4",skipped_social,Black jeans for the latest men's fashion
Black store,Black store,Electronics & Tech,Low,35,https://bit.ly/33eqTdY,,,,,,,,"Electronics, Technology & Electronics",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/Black-store-018d550c-9472-5d76-18c5-24b2b3bf4573,"paymentLink, split-in-4",not crawled,
Bliss spa,Bliss spa,Beauty & Personal Care,Low,35,https://instagram.com/bliss.spa.2024/profilecard?igsh=MTlvZzl0OTZoOWhqNQ==,,,,https://instagram.com/bliss.spa.2024,,,,Beauty & Health,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/bliss_spa-0193c705-5c37-6f9f-b974-cf2d0adbeff0,"paymentLink, split-in-4",skipped_social,
Bloom By Bambi,Bloom By Bambi,Beauty & Personal Care,Low,35,https://bloombybambi.com,,,,,,,,"Beauty & Health, Retail & Consumer Goods",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/bloom-by-bambi-01890d36-7d45-0025-4af4-14821078acc4,"paymentLink, split-in-4",RuntimeError,Bloom Perfumes has a distinguished presence in the world of fragrances.
blue,iris,Fashion & Apparel,Low,35,https://bit.ly/31FS9l6,,,,,,,,"Fashion, Technology & Electronics",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/blue-018b3cf8-261c-a09e-8dae-5c510fa5378b,"paymentLink, split-in-4",not crawled,
Bolivia kichen,بوليفيا للمطابخ,"Home, Furniture & Appliances",Low,35,https://instagram.com/boliviakichen?igsh=OGQ5ZDc2ODk2ZA,,,,https://instagram.com/boliviakichen,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-nwrh-maydh-awydh-aljayd-018f5d67-6586-e6c6-d630-896dd276e330,"paymentLink, split-in-4",skipped_social,
Bonchai,Bonchai,Grocery & Supermarket,Low,35,https://instagram.com/bonchai_sa,,,,https://instagram.com/bonchai_sa,,,,Supermarket,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/bonchai-01922e06-14c8-8da9-0ef0-c79e89ac1a10,"paymentLink, split-in-4",skipped_social,
Brands for Less,براندز فور لس,Fashion & Apparel,Low,35,https://brandsforless.com/en-sa,,,,,,,,"Apparel, Fashion, الملابس",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/bfl,"deals, paymentLink, qrFlow, split-in-4",http_403,"Pay less for quality, branded products! Shop online on Brands For Less"
Brighter,برايتر تلميع متنقل,Automotive,Low,35,https://instagram.com/brtcar1,,,,https://instagram.com/brtcar1,,,,Automotive,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-lnjm-lmt-lq-lkhdmt-lsyrt-0191f5bf-bad0-63c3-1499-bf4cb2073b4f,"paymentLink, split-in-4",skipped_social,
BURL,BURL,"Home, Furniture & Appliances",Low,35,https://instagram.com/burl_sa?igsh=bnl4eWNmczQ1d2tj,,,,https://instagram.com/burl_sa,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/burl-01931b6c-7892-b11f-40b7-4b85183a18a0,"paymentLink, split-in-4",skipped_social,
By Kilian,By Kilian,Beauty & Personal Care,Low,35,https://kilian-paris.sa,,,,,,,," متاجر متنوعة, Beauty & Health, Retail & Consumer Goods",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/kilian,"paymentLink, split-in-4",http_403,
C O T T O N,C O T T O N,Fashion & Apparel,Low,35,https://instagram.com/cotton___12/profilecard?igsh=MWJ3ajVrb2FxdzY1dw==,,,,https://instagram.com/cotton___12,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/hmd-tyb-m-shy-0193fd12-35a6-6677-0352-26a54c930b3e,"paymentLink, split-in-4",skipped_social,
CANDLES,CANDLES,"Home, Furniture & Appliances",Low,35,https://instagram.com/can_dles,,,,https://instagram.com/can_dles,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/candles,"paymentLink, split-in-4",http_429,"Because every moment matters , we make it memorable"
Cane Furniture,بيت كانية التجارية,"Home, Furniture & Appliances",Low,35,https://instagram.com/cane_rw2,,,,https://instagram.com/cane_rw2,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-byt-kny-ltjry-0193c6f9-b034-fab3-f1af-08cc31e9c17c,"paymentLink, split-in-4",http_429,
care and elgance company.,care and elgance company.,Beauty & Personal Care,Low,35,https://instagram.com/al_suwaidi_ksa?hl=ar,,,,https://instagram.com/al_suwaidi_ksa,,,,Beauty & Health,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/care-and-elgance-company-0191fa8a-7276-73dd-d6b6-7046ab48a1d5,"paymentLink, split-in-4",skipped_social,
caregate,caregate,Automotive,Low,35,https://instagram.com/caregateppf?igsh=cGcxNWlyYTBranEx,,,,https://instagram.com/caregateppf,,,,Automotive,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/caregate-018f57b6-ef68-326f-76d7-3d4ffe11edba,"paymentLink, split-in-4",skipped_social,cars paint protection film
Carpiture,بريق كاربيتشر,"Home, Furniture & Appliances",Low,35,https://instagram.com/carpitureksa,,,,https://instagram.com/carpitureksa,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/bryq-krbytshr-lltjr-01928543-6938-c78e-dfd1-37eb5cf4ac8f,"paymentLink, split-in-4",skipped_social,
Cazasouq OpenCart,Cazasouq OpenCart,Electronics & Tech,Low,35,https://cazasouq.com,,,,,,,,"Electronics, Technology & Electronics, الإلكترونيات ",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/cazasouq-opencart-01890d36-7d45-0025-4af4-149a53c7fe89,"paymentLink, split-in-4",http_403,"Shop for headphones, accessories, recording parts, and many more."
CB2,CB2,"Home, Furniture & Appliances",Low,35,https://cb2.sa/en,,,,,,,,"Home & Appliances, Home & Garden, المنزل",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/cb2,"deals, paymentLink, split-in-4",TimeoutError,
Chocoloco,Chocoloco,Grocery & Supermarket,Low,35,https://instagram.com/chocoloco_ksa?igsh=Y25qZ3AxZnV3Yjdx,,,,https://instagram.com/chocoloco_ksa,,,,Supermarket,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/chocoloco-0193eaf1-6428-ee17-a7ff-c2d5e9a927d9,"paymentLink, split-in-4",skipped_social,
Clean Life,Clean Life,General Retail,Low,35,https://instagram.com/clean_life_co,,,,https://instagram.com/clean_life_co,,,,Others,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/cleanlife-co-ltd,"paymentLink, split-in-4",skipped_social,
Cold Fix,Cold Fix,Automotive,Low,35,https://instagram.com/coldfix_medina,,,,https://instagram.com/coldfix_medina,,,,Automotive,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/cold-fix-018ee147-72dc-1d82-4866-827585703562,"paymentLink, split-in-4",http_429,"Repairing body damage using advanced cold processing techniques (PDR / GPR) and removing scratches,and offering deep, detailed internal and external polishing services ."
Crate & Barrel,Crate & Barrel,"Home, Furniture & Appliances",Low,35,https://crateandbarrel.me/en-sa,,,,,,,,"Home & Appliances, Home & Garden, المنزل",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/crate&barrel,"deals, paymentLink, split-in-4",TimeoutError,"We curate inspiration for the home, connecting the creative work of artisans and designers to people and places around the world."
CRUSHMUSCLE,CRUSHMUSCLE,Sports & Fitness,Low,35,https://instagram.com/crushmuscle_sa?igsh=eDZiZjJtNGk3anpw,,,,https://instagram.com/crushmuscle_sa,,,,Fitness & Outdoor,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/crushmuscle-0192485c-9e90-70a6-4816-a24f37115572,"paymentLink, split-in-4",skipped_social,
Cute,كيوت,Beauty & Personal Care,Low,35,https://cute.com.sa,,,,,,,,"Beauty & Health, Health & Wellness",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/cute,"paymentLink, qrFlow, split-in-4",URLError,
Daily Diet,ديلي دايت,Beauty & Personal Care,Low,35,https://instagram.com/dailydiet_sa?igsh=bWU5Y2czOXY1dzQ5,,,,https://instagram.com/dailydiet_sa,,,,"Beauty & Health, Meal plans, Supermarket",Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/daily-diet-01926658-99a1-d5f9-bbf0-fb82346f9059,"paymentLink, split-in-4",http_429,
Dandy Shuu,Dandy Shuu,Fashion & Apparel,Low,35,https://instagram.com/dandyshuu,,,,https://instagram.com/dandyshuu,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/dandy-shuu-019363d7-8a1c-4478-5135-78ed42ad899f,"paymentLink, split-in-4",skipped_social,
Deem Optics,Deem Optics,Fashion & Apparel,Low,35,https://deemoptics.sa,,,,,,,,"Fashion, Fashion & Apparel",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/deem-optics-01895462-4df2-24b2-2778-7e5c1ffb5ce9,"paymentLink, split-in-4",URLError,"A specialized store offering sunglasses, prescription glasses, and contact lenses."
Dhahran Sport Academy,Dhahran Sport Academy,Sports & Fitness,Low,35,https://instagram.com/dhahranacademy?igsh=MTd1MTdub214MG83bw==,,,,https://instagram.com/dhahranacademy,,,,Fitness & Outdoor,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/dhahran-sport-academy-01922906-14fd-d4ea-a09b-4f5e9f2c8232,"paymentLink, split-in-4",skipped_social,
Dimond Service,الخدمة الماسية لزينة السيارات,Automotive,Low,35,https://instagram.com/dimond_service,,,,https://instagram.com/dimond_service,,,,Automotive,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/dimond-service-018b9fb4-10c3-336f-edab-6466d1c7b033,"paymentLink, split-in-4",http_429,"We use the best international products for nano-ceramics, shading, and protection of the transparent exterior paint (PPF), including glossy, matte, rubber spraying, and polishing,"
Divine Beauty Clinics,Divine Beauty Clinics,Beauty & Personal Care,Low,35,https://divinebeautyclinics.com,,,,,,,,"Clinics, Health & Wellness",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/divine-beauty-clinics,"paymentLink, split-in-4",URLError,
Donia relaxation,Donia relaxation,Beauty & Personal Care,Low,35,https://instagram.com/world_of_relaxtion?igsh=MXB6Y2x6bjdiZXhodw==,,,,https://instagram.com/world_of_relaxtion,,,,Beauty & Health,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/world-of-relaxation,"paymentLink, split-in-4",http_429,End of tired in our center
Dr Nutrition,دكتور نيوترشن,General Retail,Low,35,https://drnutrition.com/en-sa,,,,,,,," متاجر متنوعة, Clinics, Retail & Consumer Goods",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/dr.nutrition,"deals, paymentLink, qrFlow, split-in-4",http_403,"Dr. Nutrition is the largest center specialized in diet plans, healthy products in the Middle East, with more than 300 branches in the largest malls and commercial centers in the Middle East."
driveology center,driveology center,Automotive,Low,35,https://instagram.com/driveology.sa?igsh=ZHd4aGpicTdqN3Jo,,,,https://instagram.com/driveology.sa,,,,"Automotive, Training & Courses",Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/driveology-center-01916526-e3f5-06ec-fdad-7fd923c57898,"paymentLink, split-in-4",skipped_social,center ALAM AL-QAYADAH - DRIVEOLOGY CENTER We provide beginner-level preschool driving lessons to boost confidence and help overcome the fear of driving.
DSMC,DSMC,Beauty & Personal Care,Low,35,https://dsmc.store/ar,,,,,,,,"Clinics, Health & Wellness",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/dsmc-01890d36-7d45-0025-4af4-14cad0c234ea,"paymentLink, split-in-4",URLError,Providing comprehensive and integrated healthcare services using the latest medical technology for your and your family's health.
Dukan Katan,أقمشة دكان كتان,Fashion & Apparel,Low,35,https://instagram.com/dukan.katan?igsh=cnA0cTlxcmlnN3Y1,,,,https://instagram.com/dukan.katan,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/qmsh-dkn-ktn-019396b8-657f-c336-1bc3-fde5486b3dc7,"paymentLink, split-in-4",skipped_social,
dukanystore,dukanystore,Grocery & Supermarket,Low,35,https://instagram.com/dukanystore?igsh=MnRidnl6N2Nqamw2,,,,https://instagram.com/dukanystore,,,,Supermarket,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/dukanystore-019218c1-017e-3a5b-86dd-fb06e7836383,"paymentLink, split-in-4",skipped_social,
Dunia Alrabei,دنيا الربيع,Pets,Low,35,https://instagram.com/dunia_alrbia?igsh=MTNmbGVic24wMGg2Zw==,,,,https://instagram.com/dunia_alrbia,,,,Pets,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/dunia-alraei-01923d1d-1331-3077-ba31-e876fa896267,"paymentLink, split-in-4",skipped_social,
Durat Bayt Alfakhamat,مفروشات درة بيت الفخامة,"Home, Furniture & Appliances",Low,35,https://instagram.com/durat_bayt_alfakhamat?igsh=MXF4N2N4MGpvZDdlaA==,,,,https://instagram.com/durat_bayt_alfakhamat,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrk-dr-byt-lfkhm-lltjr-0192954e-3a98-9abc-100f-43a7e36fc2ed,"paymentLink, split-in-4",skipped_social,
Durrat Al Tijan Gold and Jewelry Company,شركة درة التيجان للذهب والمجوهرات,Fashion & Apparel,Low,35,https://instagram.com/altyjan_gold,,,,https://instagram.com/altyjan_gold,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/durrat-al-tijan-gold-and-jewelry-company-018baa2a-0554-1f13-d8ab-4eb92f84411e,"paymentLink, split-in-4",http_429,
emerald pet clinic,عيادة اميرالد للحيوانات الاليفة,Pets,Low,35,https://instagram.com/emeraldsa2030,,,,https://instagram.com/emeraldsa2030,,,,Pets,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/yd-myrld-llhywnt-llyf-0192a9ee-72d9-eb97-f0b3-9f6080716ee6,"paymentLink, split-in-4",http_429,
emiratisbait,البيت الاماراتي للعود,Beauty & Personal Care,Low,35,https://emiratisbait.com,,,,,,,,"Beauty & Health, Health & Wellness",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/albait-alemarati-lloud,"paymentLink, split-in-4",RemoteDisconnected,"The Emirati House of Oud is always distinguished by providing everything new in the world of oud, perfumes and incense."
Establishment AL-MUSDR Agricultural,Establishment AL-MUSDR Agricultural,General Retail,Low,35,https://instagram.com/almsdr24?igsh=MTk4bmpkc3RieTdkYQ==,,,,https://instagram.com/almsdr24,,,,Others,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/establishment-al-musdr-agricultural-019241c6-7022-f3c4-37cb-b4080a91b768,"paymentLink, split-in-4",http_429,
EVA Fashion,ايڤا فاشن,Fashion & Apparel,Low,35,https://instagram.com/eva.fashion4,,,,https://instagram.com/eva.fashion4,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/eva-store-0193d97d-ad61-8477-f362-b376390f7b33,"paymentLink, split-in-4",skipped_social,
Family home,Family home,"Home, Furniture & Appliances",Low,35,https://familyhome.sa,,,,,,,,"Home & Appliances, Home & Garden, المنزل",Online store + physical store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/family-home-018952c3-3456-0e89-3d7b-472f5ef1308c,"paymentLink, split-in-4",URLError,Family Home - Homepage - Luxury Furniture and Furnishings
Fatima ali yousaf almaradif upholstery Est,Fatima ali yousaf almaradif upholstery Est,"Home, Furniture & Appliances",Low,35,https://instagram.com/zcurtainsofa,,,,https://instagram.com/zcurtainsofa,,,,Home & Appliances,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/fatima-ali-yousaf-almaradif-upholstery-est-018dea33-47c8-bbeb-6c59-6c533e8f91e4,"paymentLink, split-in-4",skipped_social,curtain&sofa
feat boutique,فذ بوتيك,Fashion & Apparel,Low,35,https://instagram.com/feat_boutique?igsh=MWhzOTJvYng2cTQz,,,,https://instagram.com/feat_boutique,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mw-ss-mryh-lnjdyh-01938287-5b92-c366-2f01-30a315b20486,"paymentLink, split-in-4",http_429,
Fetches By A,Fetches By A,Fashion & Apparel,Low,35,https://instagram.com/addictsby.a?igshid=MzRlODBiNWFlZA==,,,,https://instagram.com/addictsby.a,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/fetches-by-a-01895185-94ad-d39f-b221-86d93a4863f0,"paymentLink, split-in-4",skipped_social,
Fitmiss,Fitmiss,Sports & Fitness,Low,35,https://instagram.com/fitmiss_fc,,,,https://instagram.com/fitmiss_fc,,,,Fitness & Outdoor,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/fitmiss,"qrFlow, split-in-4",skipped_social,
Fitness Arena,نادي ساحة اللياقة الرياضي,Sports & Fitness,Low,35,https://instagram.com/fitness_arenam,,,,https://instagram.com/fitness_arenam,,,,Fitness & Outdoor,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/ndy-sh-llyq-lrydy-0192aa1a-f98c-9bfc-3998-781778057c67,"paymentLink, split-in-4",skipped_social,
Fitness Maker - Male,Fitness Maker - Male,Sports & Fitness,Low,35,https://instagram.com/first_fitness_maker,,,,https://instagram.com/first_fitness_maker,,,,Fitness & Outdoor,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/fitness-maker-male-01890d36-7d46-519d-5d1b-882e781ab0f2,"paymentLink, split-in-4",skipped_social,
Flamingo,فلامنكو,Fashion & Apparel,Low,35,https://instagram.com/flamingoso?igsh=eW14cDF4eDY0Y3Ri,,,,https://instagram.com/flamingoso,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/flmynqw-0193ffaa-e62e-46d1-d738-3b20e382e92c,"paymentLink, split-in-4",http_429,
Fnoon Nadia,فنون نادية,Fashion & Apparel,Low,35,https://instagram.com/fnoon.nadia?igsh=MWQycjJ2aGloc2Vqdw==,,,,https://instagram.com/fnoon.nadia,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mshgl-fnwn-ndy-019340a6-3993-e22c-d0e4-980a7d7329eb,"paymentLink, split-in-4",skipped_social,
Fouad Sarkis,Fouad Sarkis,Fashion & Apparel,Low,35,https://instagram.com/fouadsarkisofficial?hl=ar,,,,https://instagram.com/fouadsarkisofficial,,,,Fashion,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/fouad-sarkis-0193400b-b15b-c343-f184-c7063d3818e8,"paymentLink, split-in-4",http_429,
